PD43294b PD43294c PD43294d PD43294f PD43294g PD43294h PD43294i PD43294j PD43294l PD43294m PD43294n PD43294p PD43294q PD43294r PD43294t PD43294u PD43294v PD43294w PD43975ab PD43975ac PD43975ae PD43975af PD43975ag PD43975ah PD43975ai PD43975ak PD43975al PD43975ao PD43975aq PD43975at PD43975au PD43975av PD43975ax PD43975ay PD43975az PD43975b PD43975c PD43975d PD43975e PD43975f PD43975h PD43975i PD43975j PD43975k PD43975l PD43975m PD43975n PD43975o PD43975p PD43975q PD43975r PD43975s PD43975u PD43975w PD43975y PD43975z PD43295ab PD43295ac PD43295ad PD43295b PD43295c PD43295d PD43295e PD43295f PD43295g PD43295h PD43295i PD43295j PD43295k PD43295l PD43295m PD43295n PD43295o PD43295p PD43295q PD43295r PD43295t PD43295v PD43295x PD43293b PD43293c PD43293d PD43293e PD43293g PD43293h PD43293i PD43293j PD43293l PD43293m PD43293n PD43293o PD43293p PD43293q PD43293r PD43293s PD43293u PD43293w PD42190ad PD42190af PD42190ag PD42190ah PD42190ai PD42190aj PD42190al PD42190am PD42190an PD42190aq PD42190au PD42190av PD42190aw PD42190az PD42190b PD42190bc PD42190bd PD42190be PD42190bh PD42190bi PD42190bj PD42190bk PD42190bl PD42190bo PD42190bp PD42190bu PD42190bw PD42190by PD42190bz PD42190c PD42190cd PD42190ce PD42190cf PD42190cg PD42190d PD42190e PD42190f PD42190g PD42190h PD42190k PD42190l PD42190q PD42190s PD42190v PD42190w PD42190x PD42190y PD42190z PD45888b_lo0001 PD45888b_lo0002 PD45888b_lo0003 PD45888b_lo0004 PD45888b_lo0005 PD45888b_lo0006 PD45888b_lo0007 PD45888b_lo0008 PD45888b_lo0009 PD45888b_lo0010 PD45888b_lo0011 PD45888b_lo0012 PD45888b_lo0013 PD45888b_lo0014 PD45888b_lo0015 PD45888b_lo0016 PD45888b_lo0017 PD45888b_lo0018 PD45888b_lo0019 PD45888b_lo0020 PD45888b_lo0021 PD45888b_lo0022 PD45888b_lo0023 PD45888b_lo0024 PD45888b_lo0025 PD45888b_lo0026 PD45888b_lo0027 PD45888b_lo0028 PD45888b_lo0029 PD45888b_lo0030 PD45888b_lo0031 PD45888b_lo0032 PD45888b_lo0033 PD45888b_lo0035 PD45888b_lo0036 PD45888b_lo0037 PD45888b_lo0039 PD45888b_lo0040 PD45888b_lo0041 PD45888b_lo0042 PD45888b_lo0043 PD45888b_lo0044 PD45888b_lo0045 PD45888b_lo0047 PD45888b_lo0048 PD45888b_lo0049 PD45888b_lo0050 PD45888b_lo0051 PD45888b_lo0052 PD45888b_lo0055 PD45888b_lo0057 PD45888b_lo0058 PD45887b_lo0001 PD45887b_lo0002 PD45887b_lo0003 PD45887b_lo0004 PD45887b_lo0006 PD45887b_lo0007 PD45887b_lo0008 PD45887b_lo0009 PD45887b_lo0010 PD45887b_lo0011 PD45887b_lo0012 PD45887b_lo0013 PD45887b_lo0014 PD45887b_lo0015 PD45887b_lo0016 PD45887b_lo0017 PD45887b_lo0018 PD45887b_lo0020 PD45887b_lo0021 PD45887b_lo0022 PD45887b_lo0023 PD45887b_lo0024 PD45887b_lo0025 PD45887b_lo0026 PD45887b_lo0027 PD45887b_lo0029 PD45887b_lo0030 PD44706ad PD44706ae PD44706af PD44706ag PD44706ah PD44706ai PD44706aj PD44706ak PD44706al PD44706am PD44706an PD44706ao PD44706ap PD44706aq PD44706ar PD44706at PD44706au PD44706av PD44706ax PD44706ay PD44706c PD44706f PD44706h PD44706i PD44706k PD44706l PD44706p PD44706q PD44706r PD44706s PD44706v PD44706w PD44706x PD44706y PD44706z PD42191b PD42191d PD42191e PD42191f PD42191g PD42191h PD42191i PD42191j PD42191k PD42191l PD45889b_lo0001 PD45889b_lo0002 PD45889b_lo0003 PD45889b_lo0004 PD45889b_lo0005 PD45889b_lo0006 PD45889b_lo0007 PD45889b_lo0008 PD45889b_lo0009 PD45889b_lo0010 PD45889b_lo0011 PD45889b_lo0012 PD45889b_lo0013 PD45889b_lo0014 PD45889b_lo0015 PD45889b_lo0016 PD45889b_lo0017 PD45889b_lo0018 PD45889b_lo0020 PD45889b_lo0021 PD45889b_lo0023 PD45889b_lo0025 PD45889b_lo0026 PD45889b_lo0027 PD45889b_lo0028 PD45889b_lo0029 PD45889b_lo0030 PD45886b_lo0001 PD45886b_lo0002 PD45886b_lo0003 PD45886b_lo0004 PD45886b_lo0005 PD45886b_lo0006 PD45886b_lo0007 PD45886b_lo0009 PD45886b_lo0010 PD45886b_lo0011 PD45886b_lo0012 PD45886b_lo0013 PD45886b_lo0014 PD45886b_lo0016 PD45886b_lo0017 PD45886b_lo0018 PD45886b_lo0019 PD45886b_lo0020 PD45886b_lo0021 PD45886b_lo0022 PD45886b_lo0023 PD45886b_lo0024 PD45886b_lo0025 PD45886b_lo0026 PD45886b_lo0027 PD45886b_lo0028 PD45886b_lo0029
0 1 0 0 1 1 0 0 1 1 0 0 1 1 1 2 1 0 0 2 1 0 0 0 1 0 0 0 2 0 0 0 1 1 0 0 1 2 0 0 1 2 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 2 1 1 1 1 3 2 3 0 1 0 0 2 0 2 0 1 2 1 1 2 0 0 1 1 1 1 0 0 2 0 0 0 2 1 1 0 0 0 3 2 1 3 1 0 0 1 1 1 0 1 1 2 2 3 2 2 1 3 1 1 1 1 0 0 1 2 0 5 0 0 2 3 2 1 2 2 1 0 2 0 3 2 2 4 0 1 1 2 4 3 4 2 1 1 1 1 0 2 1 2 3 1 3 0 3 3 3 0 1 0 0 0 1 3 3 2 2 0 0 2 3 2 2 3 0 3 4 1 2 1 7 2 4 2 2 1 3 1 1 0 2 1 1 0 4 2 0 1 1 2 4 1 4 0 1 4 0 0 3 0 4 3 2 0 1 1 5 1 1 0 3 2 1 3 0 1 4 0 3 0 1 2 0 5 0 2 0 0 1 1 2 0 0 2 4 3 4 1 2 2 3 2 2 2 2 2 5 2 2 2 2 2 0 5 1 1 2 4 0 1 0 0 2 2 2 2 0 1 3 2 1 3 0 3 3 3 2 2 0 0 1 0 4 1 2 1 2 1 0 3 0 3 1 0 4 3 1 0 5 2 3 2 1 1
0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 2 1 1 1 0 0 0 1 1 0 1 0 0 1 3 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 2 0 1 0 1 2 0 2 1 0 0 1 0 2 1 0 0 2 1 0 2 0 2 1 0 0 1 0 1 2 0 1 0 0 1 0 2 2 1 2 0 2 2 1 5 0 2 0 0 0 2 0 2 1 3 0 4 0 2 4 0 4 3 1 1 1 0 1 3 3 3 0 1 5 1 3 4 0 2 1 0 1 0 2 3 1 1 1 1 1 0 2 2 2 1 2 2 0 3 2 0 2 3 2 2 3 3 1 0 2 0 0 0 2 2 0 1 1 0 2 1 2 2 3 2 2 2 2 2 3 2 0 1 2 2 3 2 3 2 2 1 5 3 3 1 1 3 1 1 4 2 1 3 1 2 1 3 2 2 2 3 3 0 2 1 2 0 2 2 0 3 2 2 2 3 0 3 3 2 2 1 1 4 0 2 1 2 0 0 2 1 2 2 2 1 1 4 2 2 1 2 2 1 3 3 3 3 4 3 4 3 3 4 5 0 1 2 3 2 5 3 1 1 3 2 3 3 1 8 1 3 4 1 0 2 2 3 0 2 1 0 0 3 5 0 2 2 0 1 1 3 1 2 3 1 2 1 1 3 4 1 1 4 2 3 4 1
1 0 0 2 0 0 0 1 1 0 2 0 0 0 1 0 0 0 2 1 0 1 0 2 0 3 1 0 0 3 1 0 2 0 1 1 0 0 3 0 3 1 1 1 2 2 2 3 1 2 2 1 2 2 0 0 2 1 1 1 0 0 1 0 1 2 1 1 0 1 0 1 1 1 0 2 0 3 1 0 0 0 1 0 1 1 0 0 0 2 3 0 1 2 1 0 2 3 2 2 4 1 2 1 4 0 2 1 2 0 4 4 1 2 1 1 2 4 1 3 1 3 1 4 1 2 5 3 4 0 0 4 3 0 0 0 1 3 2 2 1 1 1 3 2 3 2 2 0 2 0 4 0 3 0 0 1 0 1 4 2 4 4 0 3 0 1 2 0 0 1 2 2 1 1 1 1 4 3 2 4 0 1 3 2 2 2 0 0 2 3 2 2 3 1 1 1 1 3 2 1 0 4 1 0 2 2 0 1 2 2 4 4 4 3 1 1 2 0 1 5 3 2 2 2 3 5 0 2 0 1 1 2 4 0 4 2 3 2 1 4 0 2 4 3 4 4 3 2 1 1 4 4 3 3 1 1 3 2 1 2 1 1 1 1 1 2 1 1 1 1 2 1 3 2 3 2 4 0 1 2 2 0 0 1 1 1 4 2 0 5 2 2 2 0 2 4 2 4 0 1 3 0 1 1 0 1 4 2 7 2 2 2 5 1 0 1 4 3 0 4 1 3
1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 2 1 1 0 2 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 3 0 0 0 0 0 2 0 2 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 1 0 2 1 2 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 0 3 0
2 0 1 0 3 0 1 0 1 1 1 1 0 1 1 1 0 0 2 1 3 1 0 0 0 0 0 1 1 1 3 1 1 1 2 0 2 0 1 2 4 3 2 0 1 1 2 1 0 0 0 1 1 1 2 2 2 1 1 2 3 2 1 1 0 0 1 0 3 0 0 2 0 1 4 3 1 1 1 1 0 1 1 1 3 3 5 3 1 2 1 1 1 0 1 2 0 0 1 2 6 2 3 1 1 3 2 1 4 3 0 2 2 3 3 2 2 9 1 3 3 3 3 5 3 1 1 2 1 2 1 4 1 5 1 2 3 4 1 2 1 2 2 5 2 4 3 3 2 4 8 2 3 3 2 3 2 2 5 3 4 4 6 1 1 0 5 3 1 1 3 2 2 6 2 1 5 1 0 7 3 7 1 1 2 4 5 4 4 0 2 2 0 3 4 4 3 4 6 3 4 2 4 1 0 3 2 2 3 5 2 3 4 4 6 3 1 8 2 4 8 1 3 2 3 4 6 2 6 2 6 0 4 6 5 3 4 1 5 1 3 4 2 4 2 3 3 2 2 1 1 3 1 0 1 4 4 4 0 2 2 3 3 4 3 5 4 3 3 5 3 6 1 3 8 4 3 4 3 6 3 5 5 2 1 1 8 3 6 6 8 4 5 5 8 4 3 2 3 3 1 6 1 2 5 2 3 4 1 7 3 6 4 5 2 3 4 2 7 5 1 8 4
2 3 4 9 7 3 6 6 5 2 3 3 3 10 4 8 2 3 7 5 10 6 5 6 6 5 5 6 8 4 8 7 3 6 2 6 5 7 9 3 3 8 9 2 4 1 6 7 5 5 7 8 8 5 6 8 10 7 8 9 8 10 5 6 6 10 5 14 5 9 9 8 5 12 5 11 9 0 6 5 12 4 5 5 4 8 11 9 10 6 1 3 5 9 6 6 6 15 16 11 17 9 12 10 12 16 21 21 19 13 8 8 13 22 9 12 16 13 12 12 17 14 8 19 19 18 7 22 11 13 14 16 22 23 9 9 11 13 20 18 17 14 11 15 21 17 26 24 18 13 14 13 11 20 17 9 19 10 27 12 11 22 16 9 11 15 12 17 12 14 11 15 20 26 15 14 9 11 18 11 14 14 11 12 9 16 15 17 14 16 16 14 17 9 14 14 11 13 21 18 12 22 17 24 13 12 18 15 21 14 20 19 19 26 19 9 28 26 25 13 19 17 18 20 16 16 14 11 16 16 19 14 10 26 16 21 16 17 16 9 9 23 28 16 22 14 15 15 21 20 12 17 14 26 18 15 18 22 16 14 12 15 14 13 13 14 14 14 16 22 16 23 19 13 16 18 23 19 20 27 16 18 24 17 21 12 22 21 18 22 14 16 19 24 17 12 18 10 17 21 21 16 9 20 20 20 14 15 27 19 17 18 22 20 19 16 20 17 15 20 26 20 17
1 1 3 1 2 2 2 1 2 1 2 3 1 5 3 3 0 1 4 6 4 5 1 1 3 2 2 0 6 5 2 0 1 2 1 3 2 5 4 3 4 2 3 4 1 1 0 4 1 3 1 4 2 1 3 2 1 4 4 1 9 8 3 5 3 5 4 2 6 5 6 5 2 4 9 5 7 2 4 7 4 1 4 3 4 10 11 8 3 9 4 5 3 2 1 1 3 9 8 8 7 3 12 7 9 7 7 11 7 7 7 13 9 12 8 6 9 9 10 9 10 9 9 8 9 6 9 14 11 7 9 15 10 8 10 12 11 14 6 7 8 7 11 6 9 15 6 13 9 15 8 11 4 7 11 9 6 10 7 6 3 11 14 7 10 14 10 12 6 8 11 6 8 13 8 13 10 11 6 9 6 8 11 11 7 10 11 8 13 10 16 11 7 7 10 11 10 11 20 8 3 14 7 10 12 9 7 10 10 9 8 18 5 9 11 12 10 8 14 13 5 8 13 12 11 5 10 11 11 3 10 6 11 9 9 12 11 7 9 15 9 9 11 7 9 8 9 7 12 6 2 11 5 9 16 13 13 8 14 14 13 14 14 14 15 15 14 15 15 13 7 10 6 10 8 15 9 5 15 14 15 14 9 17 11 4 13 11 7 11 12 11 10 14 10 13 11 11 9 9 15 13 9 10 4 9 7 11 8 15 5 11 8 6 13 12 7 11 10 13 9 11 14
15 17 10 14 14 10 21 18 8 18 11 12 10 13 9 14 12 14 29 32 16 17 20 14 19 16 21 14 15 20 17 16 21 20 24 26 13 35 18 20 21 18 33 22 16 18 31 30 21 21 21 15 22 27 20 20 18 21 16 15 22 17 15 17 10 14 13 14 20 22 8 20 21 20 32 7 26 17 24 32 18 17 30 20 30 26 23 32 32 30 27 32 29 49 24 18 23 48 63 42 36 29 32 31 48 29 36 53 28 46 40 42 53 31 40 51 33 40 16 32 41 25 45 41 41 31 37 47 50 49 47 28 30 43 48 38 46 42 50 53 38 46 50 37 42 41 38 50 35 42 37 36 47 49 43 53 28 52 42 31 48 39 32 27 28 40 28 48 36 39 40 21 46 44 25 47 39 31 25 43 38 32 36 48 34 47 39 34 40 31 29 60 35 48 56 36 37 24 38 40 18 40 39 35 46 34 48 32 53 46 48 32 44 54 23 46 50 45 38 42 43 44 43 34 36 22 26 27 34 38 26 30 36 34 26 36 29 31 26 25 29 25 38 33 28 40 23 41 36 27 24 36 34 47 36 27 39 32 39 81 78 91 97 79 76 90 86 88 83 40 29 37 41 37 36 43 42 46 39 42 26 33 39 34 43 22 32 21 40 34 40 27 25 36 43 34 28 21 27 23 24 28 26 25 41 27 26 31 50 39 24 34 30 31 36 27 41 42 29 33 30 41 52
2 1 1 0 3 2 2 1 4 1 2 2 0 5 1 4 1 3 5 6 2 6 3 1 1 5 1 0 3 0 5 1 1 3 2 1 2 2 1 1 4 2 7 2 0 3 4 3 7 3 2 2 3 2 4 2 10 5 6 11 7 7 9 3 6 6 8 4 4 5 4 3 5 8 7 11 7 1 7 2 4 5 7 8 3 9 8 6 4 6 9 7 3 7 5 4 3 17 18 18 9 14 16 10 9 14 22 10 15 19 7 18 12 16 15 14 10 13 9 14 12 10 10 8 13 13 12 12 8 23 12 9 17 8 23 12 6 12 11 21 16 19 18 12 14 5 6 15 12 11 12 17 15 16 17 13 9 13 14 12 14 8 13 1 13 16 15 17 17 19 17 13 12 24 14 21 9 9 10 15 12 12 9 18 7 10 12 9 10 11 15 10 7 14 21 13 17 11 19 14 9 17 15 9 9 10 11 7 12 9 11 5 11 21 18 12 9 16 16 8 11 13 11 17 13 9 11 17 16 12 13 14 16 8 9 11 12 9 14 13 10 5 15 17 12 16 7 13 11 12 6 15 22 11 11 8 10 9 22 14 14 15 16 14 15 14 14 16 15 18 14 13 15 12 10 13 9 22 13 10 13 9 12 9 6 14 13 16 17 9 17 22 13 12 20 13 12 9 12 10 6 11 7 13 12 19 13 10 20 12 16 13 10 12 10 11 13 9 15 18 14 17 13
2 0 5 4 2 3 5 0 4 0 4 5 4 3 1 1 2 0 6 4 1 3 2 2 4 3 6 3 3 4 6 5 6 3 6 6 2 6 3 3 5 7 6 5 4 5 4 3 6 5 5 6 5 2 0 8 6 4 6 4 9 6 9 5 1 5 4 3 12 5 4 4 7 3 14 0 7 3 5 8 7 1 5 6 3 6 5 7 6 4 10 8 2 6 0 13 9 12 13 10 11 9 18 7 8 9 8 14 10 13 8 9 7 16 9 9 9 11 8 6 13 8 8 13 16 10 16 7 8 8 9 12 13 11 11 14 15 8 17 13 10 11 12 15 18 10 11 11 12 11 12 15 6 7 7 16 11 12 12 10 9 12 12 6 9 13 6 13 11 10 12 19 5 12 8 10 11 4 4 11 13 12 14 19 9 7 11 13 10 12 9 9 8 14 12 16 10 11 16 21 6 11 18 14 13 15 10 10 14 14 21 4 17 11 15 22 13 16 14 19 16 9 11 11 13 7 16 12 4 12 7 14 12 15 10 13 15 6 6 11 9 10 15 15 13 10 6 7 9 13 7 14 6 16 15 11 15 25 11 9 8 11 9 8 8 9 10 9 11 12 11 12 12 4 19 11 10 14 12 10 17 9 10 15 8 10 9 17 10 13 8 13 12 20 13 18 10 13 20 13 9 15 14 10 8 12 8 12 10 18 7 8 10 13 11 8 6 13 13 8 12 13 10
2 2 3 4 3 6 3 3 3 3 0 3 3 2 2 2 3 5 8 3 5 4 2 3 6 3 10 6 7 7 3 2 7 3 5 2 3 4 6 4 4 3 8 9 7 5 6 6 5 4 2 6 8 2 2 3 2 2 6 5 13 7 9 8 2 9 5 10 8 13 8 5 11 3 7 7 2 3 9 12 11 3 6 8 5 11 9 5 10 8 3 8 3 6 3 3 4 9 12 16 16 9 8 6 15 6 12 9 16 8 9 11 13 15 13 13 9 12 10 21 15 9 17 13 11 13 15 16 9 15 11 16 7 9 13 11 9 5 12 12 13 16 14 6 17 11 16 15 13 10 12 14 6 13 15 15 11 10 18 11 12 19 11 8 10 15 12 15 17 10 14 11 13 15 13 14 6 7 13 9 8 11 10 13 7 12 17 11 13 8 15 11 9 10 14 14 13 7 14 14 7 13 14 6 10 12 11 4 17 13 12 13 10 7 12 15 5 17 15 14 17 13 6 9 9 5 12 7 7 12 9 10 9 10 2 4 15 10 8 9 3 19 15 11 4 17 7 11 13 8 8 10 10 9 13 6 12 16 9 13 14 16 15 14 17 18 15 14 18 13 19 14 18 15 16 5 11 13 25 14 9 14 9 12 14 10 13 11 11 8 14 14 15 10 17 11 11 12 10 10 9 5 11 9 11 8 13 13 12 23 12 12 9 14 14 13 9 15 6 16 7 11 10
10 8 6 9 9 8 4 8 7 7 11 10 12 12 4 7 13 10 8 12 11 12 6 5 12 7 8 9 14 13 10 13 4 15 18 12 6 11 4 18 7 13 10 14 15 6 10 12 4 4 5 16 10 15 9 16 7 9 11 12 10 6 10 5 10 8 9 10 6 13 5 3 12 10 17 18 10 2 7 13 16 7 10 14 16 20 22 11 15 13 13 10 9 16 18 17 14 20 21 19 19 17 26 6 24 17 29 19 21 20 20 29 24 24 23 23 14 21 12 13 22 17 27 23 25 17 23 21 18 27 24 15 18 19 15 14 20 26 13 21 19 29 21 15 18 25 23 22 21 24 16 23 25 26 22 18 12 23 27 18 18 25 26 21 15 24 18 20 11 18 19 16 19 20 12 20 14 17 14 21 23 26 25 19 17 31 25 27 20 12 18 22 13 20 24 26 16 18 23 18 14 12 24 11 26 13 23 15 28 16 18 8 20 20 18 18 24 24 17 12 18 16 21 24 15 13 18 10 10 24 15 14 19 17 15 18 10 15 19 18 11 14 15 22 16 20 10 24 17 10 9 18 15 18 16 13 18 10 18 43 39 54 49 40 39 45 44 48 46 18 19 15 18 16 22 15 20 27 16 14 23 28 19 12 22 11 13 18 19 17 17 15 19 15 28 23 13 13 15 11 12 11 13 17 20 22 18 21 14 10 9 27 22 18 13 10 17 23 12 16 22 12 17
3 6 5 7 1 6 9 5 6 3 3 5 4 7 4 4 2 2 6 2 8 2 4 9 2 6 8 3 5 2 4 5 11 5 5 7 6 5 5 3 7 5 5 6 5 2 5 1 3 5 1 6 4 6 13 4 11 9 5 9 12 12 11 12 8 12 11 5 9 8 13 9 10 14 12 8 13 5 14 6 8 7 10 10 12 12 12 17 9 8 14 9 3 8 5 9 4 15 28 18 27 31 18 10 21 19 26 12 23 24 22 29 23 23 22 30 15 25 17 16 35 11 26 17 38 20 23 16 16 31 31 22 28 21 22 24 30 17 17 23 30 24 32 19 14 30 28 29 31 28 27 24 23 22 22 19 11 25 37 16 15 19 28 17 22 24 30 25 28 32 26 12 19 21 26 33 23 19 15 29 24 22 21 27 28 22 27 26 25 18 30 27 11 30 25 26 17 16 29 21 14 17 14 27 24 16 21 29 19 17 24 24 15 15 20 23 19 28 21 33 27 25 21 24 15 17 20 18 27 15 25 12 19 28 10 20 21 19 19 19 21 19 22 15 11 19 11 23 18 21 10 29 20 23 21 15 20 22 28 19 18 20 19 18 19 20 19 19 21 32 23 27 22 18 18 26 30 22 27 20 19 25 19 24 22 18 18 21 16 19 22 19 19 25 27 33 18 19 12 21 14 22 15 13 18 13 27 19 20 24 14 29 16 30 19 19 16 22 18 14 19 27 24
3 5 2 3 1 1 3 2 5 4 1 3 3 2 2 2 5 1 3 6 6 3 4 2 3 2 2 5 6 4 2 2 2 2 2 6 2 1 3 3 2 5 1 4 1 0 0 5 3 4 3 2 1 3 3 2 4 4 2 11 9 0 4 5 3 4 5 4 7 6 1 3 4 4 9 7 4 2 4 3 5 3 6 3 4 4 8 4 5 6 3 3 3 4 4 5 3 7 5 7 12 10 5 3 12 5 9 6 7 7 8 10 5 13 5 8 13 6 6 6 11 7 11 6 9 12 4 5 6 8 8 9 12 18 10 5 5 7 11 9 9 12 11 9 8 8 10 13 9 9 9 16 12 7 2 7 11 8 12 4 11 18 17 5 7 9 8 9 10 11 10 10 7 12 8 14 12 10 6 10 10 8 12 11 7 15 11 14 7 14 12 6 6 12 7 12 8 10 10 5 3 8 6 9 10 10 11 3 18 7 6 8 6 7 9 9 7 14 10 10 10 7 2 7 3 5 14 7 5 3 6 5 11 11 5 8 7 3 8 5 10 8 8 9 4 9 3 12 6 5 7 7 12 14 6 5 10 7 9 8 7 7 10 7 10 10 9 7 11 11 13 12 7 7 11 14 10 4 14 9 18 13 2 8 9 9 9 8 8 10 10 11 14 16 15 9 7 7 6 13 6 11 8 7 7 5 11 7 10 4 13 11 8 8 9 8 7 11 9 8 5 8 12
6 1 4 1 7 1 3 3 3 4 6 3 6 6 4 3 3 5 3 2 3 5 5 4 8 9 3 2 1 6 8 6 4 4 7 5 8 6 5 6 4 4 7 8 2 2 4 6 2 4 3 5 4 4 6 3 7 6 6 10 10 9 9 7 3 6 9 5 5 6 9 5 6 3 11 9 18 6 7 6 9 5 7 6 7 14 11 8 3 1 6 12 4 5 4 8 8 9 7 12 14 18 16 8 10 9 13 13 9 10 11 12 17 5 13 13 9 8 9 8 13 11 15 11 14 9 11 17 7 13 10 10 11 10 12 5 20 5 12 9 9 14 11 8 10 14 12 12 17 12 14 23 17 10 15 12 7 19 9 11 13 11 10 7 9 19 17 17 14 13 17 9 9 17 7 12 6 3 10 16 15 5 11 15 9 19 10 17 11 6 14 9 8 18 13 9 9 11 15 10 11 11 15 12 7 13 7 8 12 10 10 15 10 11 18 6 7 19 10 14 14 13 11 15 5 6 7 8 7 13 8 7 14 17 5 4 12 12 8 5 8 7 9 7 7 12 7 10 12 7 7 11 7 13 17 9 15 20 11 11 11 12 12 11 11 11 12 16 16 14 16 20 12 12 17 11 18 18 15 18 19 14 4 16 11 5 14 24 16 10 18 19 17 11 14 11 7 12 17 12 9 10 9 8 9 8 12 14 11 13 5 9 11 8 9 9 8 8 6 9 16 13 11
4 13 5 8 11 8 5 11 10 8 13 10 8 9 5 11 4 8 13 16 9 12 11 16 16 9 18 9 16 13 16 13 7 17 15 13 14 16 8 9 11 9 12 10 11 6 7 16 9 16 10 8 4 14 15 14 9 17 14 13 7 18 16 13 9 18 6 10 10 9 9 12 10 13 22 16 6 13 8 14 20 5 16 8 13 15 25 11 17 21 12 22 18 14 12 23 13 23 24 24 18 20 26 6 23 14 25 26 15 28 23 20 26 16 16 19 15 19 16 19 26 21 19 18 26 18 16 28 23 26 26 22 20 20 27 6 30 23 17 31 19 28 18 13 16 31 18 22 22 21 19 23 24 22 14 22 27 26 27 13 17 26 16 20 17 16 24 35 16 22 28 25 26 29 20 23 23 13 21 24 19 21 23 29 19 23 15 30 19 16 17 13 13 27 30 27 17 14 30 31 10 23 24 16 38 14 29 11 20 10 19 15 25 19 18 18 27 19 26 22 26 29 14 20 19 11 14 16 9 34 19 15 28 14 13 15 17 23 22 14 12 13 13 15 17 18 20 19 15 13 10 23 16 26 23 15 14 10 13 42 35 38 44 36 44 46 39 45 52 27 16 19 21 16 17 23 24 18 23 16 22 15 14 12 26 16 23 19 14 19 29 10 17 12 20 24 19 13 28 15 7 13 13 15 28 12 15 18 15 18 12 13 21 18 14 14 15 24 17 19 21 19 13
3 4 4 3 5 2 5 6 3 4 4 2 1 7 3 1 4 8 4 7 7 5 7 1 6 5 6 4 3 5 4 3 6 3 6 2 4 11 3 5 6 5 5 3 8 6 4 2 3 3 1 5 2 3 4 10 5 3 5 4 8 7 7 14 8 8 4 7 8 15 8 2 7 6 14 11 6 3 5 11 4 2 7 7 7 7 12 11 9 6 7 5 4 8 4 3 8 23 23 17 18 26 14 11 24 14 26 15 14 20 16 13 24 17 24 18 17 14 16 14 16 22 24 15 29 10 8 7 17 21 16 17 13 15 26 12 12 10 15 22 16 25 27 14 23 26 14 17 11 18 16 19 15 14 19 19 13 24 24 18 22 22 18 8 16 21 17 24 15 13 17 12 21 18 26 21 14 12 12 16 22 18 20 35 16 29 12 10 22 12 19 19 13 20 18 16 8 11 19 24 10 14 18 18 6 12 17 13 19 7 28 23 29 10 16 13 9 26 22 24 23 12 13 9 10 18 15 12 10 18 16 6 26 12 2 12 12 10 13 16 14 15 16 19 7 12 7 12 20 11 10 18 13 16 21 9 19 28 13 21 21 22 23 21 23 21 24 22 24 20 16 20 23 19 14 16 19 34 29 21 19 24 12 28 28 8 16 24 10 14 34 21 15 24 29 19 12 12 16 9 16 14 15 16 13 17 15 17 27 15 12 11 13 22 25 15 12 13 7 13 17 16 19
